"full_name","a","e","i","om","w","q","ad","per.y","data_arc","condition_code","n_obs_used","n_del_obs_used","n_dop_obs_used","H","diameter","extent","albedo","rot_per","GM","BV","UB","IR","spec_B","spec_T"
"  1783 Albitskij (1935 FJ)",2.663,0.1330,11.50,189.44,315.40,2.309,3.02,4.34,31701,0,3274,,,12.07,24.268,,0.055,12,,,,,Ch,
"  1785 Wurm (1941 CD)",2.236,0.0691,3.77,283.28,246.30,2.081,2.39,3.34,32980,0,3231,,,12.66,,,,3.2693,,,,,S,
"  1795 Woltjer (4010 P-L)",2.784,0.1912,7.53,192.09,79.58,2.252,3.32,4.65,24247,0,3310,,,12.11,23.894,,0.049,12.102,,,,,Ch,
"  1796 Riga (1966 KB)",3.354,0.0556,22.59,186.70,26.43,3.168,3.54,6.14,26040,0,3652,,,9.92,68.167,,0.044,22.226,,0.676,0.289,,Cb,XFCU
"  1797 Schaumasse (1936 VH)",2.236,0.0244,3.14,29.63,356.36,2.182,2.29,3.34,33490,0,3373,,,12.78,9.077,,0.178,6.1125,,,,,S,
"  1798 Watts (1949 GC)",2.199,0.1226,6.19,44.25,4.14,1.929,2.47,3.26,31727,0,2730,,,13.03,6.631,,0.294,3.506,,,,,S,
"  1799 Koussevitzky (1950 OE)",3.029,0.1187,11.49,156.59,193.37,2.669,3.39,5.27,26125,0,3427,,,11.40,18.196,,0.233,6.318,,,,,K,
"  1807 Slovakia (1971 QA)",2.226,0.1781,3.49,236.30,140.29,1.830,2.62,3.32,34051,0,3436,,,12.54,9.135,,0.309,308.6,,,,,S,
"  1830 Pogson (1968 HA)",2.188,0.0559,3.96,147.44,336.16,2.066,2.31,3.24,34971,0,4156,,,12.62,7.710,,0.274,2.56999,,0.910,0.500,,S,S
"  1831 Nicholson (1968 HC)",2.239,0.1273,5.63,72.59,183.58,1.954,2.52,3.35,24323,0,3488,,,12.57,8.083,,0.296,3.228,,,,,S,
"  1836 Komarov (1971 OT)",2.784,0.1913,7.02,272.72,12.81,2.251,3.32,4.64,25233,0,3066,,,12.21,22.240,,0.042,8.8015,,,,,Ch,
"  1839 Ragazza (1971 UF)",2.798,0.1687,10.17,50.88,350.23,2.326,3.27,4.68,21447,0,2940,,,12.09,8.750,,0.440,210.9,,,,,S,
"  1847 Stobbe (A916 CA)",2.611,0.0202,11.14,106.86,137.58,2.558,2.66,4.22,43482,0,3911,,,11.13,17.427,,0.232,5.617,,,,,Xc,
"  1848 Delvaux (1933 QD)",2.87,0.0466,1.44,331.58,313.25,2.736,3.00,4.86,32288,0,3392,,,11.11,17.030,,0.242,3.637,,,,,S,
"  1856 Ruzena (1969 TW1)",2.237,0.0790,4.74,185.85,55.75,2.060,2.41,3.35,18895,0,3139,,,12.95,6.620,,0.335,5.957,,,,,S,
"  1857 Parchomenko (1971 QS1)",2.244,0.1346,4.40,236.00,173.71,1.942,2.55,3.36,32880,0,3297,,,12.44,7.986,,0.333,3.1177,,,,,S,
"  1858 Lobachevskij (1972 QL)",2.698,0.0788,1.66,271.81,16.65,2.485,2.91,4.43,31247,0,3667,,,12.07,10.769,,0.383,5.413,,,,,L,
"  1860 Barbarossa (1973 SK)",2.567,0.2011,9.92,132.85,162.29,2.051,3.08,4.11,40161,0,3747,,,11.72,16.800,,0.152,3.255,,,,,X,
"  1882 Rauma (1941 UJ)",3.009,0.0921,9.48,201.21,126.47,2.732,3.29,5.22,29304,0,3356,,,11.50,17.766,,0.124,25,,,,,K,
"  1888 Zu Chong-Zhi (1964 VO1)",2.546,0.1687,5.85,244.74,233.93,2.116,2.98,4.06,32970,0,3194,,,11.88,11.633,,0.274,11.053,,,,,S,
"  1891 Gondola (1969 RA)",2.705,0.0690,11.51,321.86,11.20,2.519,2.89,4.45,33084,0,3177,,,12.13,11.588,,0.208,3.98,,,,,X,
"  1903 Adzhimushkaj (1972 JL)",3,0.0480,10.99,135.06,356.64,2.856,3.14,5.2,29885,0,3652,,,10.62,27.642,,0.071,4.622,,,,,K,
"  1904 Massevitch (1972 JM)",2.744,0.0732,12.82,106.35,262.25,2.543,2.95,4.55,26574,0,3394,,,11.21,13.503,,0.581,5.394,,,,,R,
"  1923 Osiris (4011 P-L)",2.435,0.0624,4.96,352.97,107.69,2.283,2.59,3.8,24869,0,2713,,,13.67,13.461,,0.031,,,,,,C,
"  1929 Kollaa (1939 BS)",2.362,0.0753,7.77,65.36,72.48,2.184,2.54,3.63,19710,0,3043,,,12.68,7.772,,0.393,2.9887,,,,,V,
"  1930 Lucifer (1964 UA)",2.898,0.1417,14.06,318.51,341.88,2.487,3.31,4.93,24395,0,3156,,,11.13,34.437,,0.067,13.056,,,,,Cgh,
"  1932 Jansky (1971 UB1)",2.373,0.1578,1.89,188.92,303.61,1.999,2.75,3.66,23199,0,2829,,,13.74,5.414,,0.219,64.496,,,,,Sl,
"  1936 Lugano (1973 WD)",2.674,0.1383,10.25,265.13,255.22,2.305,3.04,4.37,24200,0,3013,,,11.85,33.905,,0.031,19.651,,,,,Ch,
"  1948 Kampala (1935 GL)",2.532,0.1707,5.83,23.16,179.50,2.100,2.96,4.03,31695,0,2380,,,12.90,,,,,,,,,S,
"  1968 Mehltretter (1932 BK)",2.739,0.1117,4.59,71.48,164.13,2.433,3.05,4.53,32854,0,3437,,,11.75,13.154,,0.178,5.2038,,,,,S,
"  1970 Sumeria (1954 ER)",2.779,0.1608,7.07,312.30,194.40,2.332,3.23,4.63,26648,0,2889,,,12.40,19.352,,0.051,12.0131,,,,,Ch,
"  1977 Shura (1970 QY)",2.78,0.0745,7.77,332.21,309.06,2.573,2.99,4.63,24782,0,3221,,,11.68,17.211,,0.150,7.461,,,,,Sq,
"  1989 Tatry (1955 FG)",2.353,0.0753,7.77,25.23,88.49,2.175,2.53,3.61,31478,0,3119,,,12.66,9.603,,0.192,131.3,,,,,C,
"  1998 Titius (1938 DX1)",2.419,0.0632,7.63,351.74,247.04,2.266,2.57,3.76,30502,0,4031,,,12.31,14.242,,0.126,6.13,,,,,Xc,
"  2001 Einstein (1973 EB)",1.933,0.0985,22.68,357.05,217.66,1.743,2.12,2.69,17633,0,2883,,,13.04,3.975,,0.810,5.487,,0.720,0.261,,Xe,X
"  2019 van Albada (1935 SX1)",2.241,0.1649,4.04,252.17,25.01,1.872,2.61,3.36,32929,0,3316,,,12.44,7.865,,0.496,2.7294,,,,,S,
"  2022 West (1938 CK)",2.707,0.1163,5.66,2.28,38.07,2.392,3.02,4.45,30653,0,3848,,,11.75,12.634,,0.175,14.14,,,,,S,
"  2029 Binomi (1969 RB)",2.351,0.1275,5.59,277.99,67.33,2.051,2.65,3.6,19138,0,2345,,,13.10,6.893,,0.257,3.756,,,,,S,
"  2038 Bistro (1973 WF)",2.436,0.0910,14.81,73.45,184.39,2.214,2.66,3.8,17102,0,3113,,,12.06,10.959,,0.168,95.6667,,,,,Sa,
"  2040 Chalonge (1974 HA)",3.111,0.1903,14.63,38.41,90.86,2.519,3.70,5.49,17933,0,2497,,,11.46,33.901,,0.031,10.367,,,,,Ch,
"  2042 Sitarski (4633 P-L)",2.753,0.1517,5.32,17.09,56.19,2.335,3.17,4.57,22411,0,2765,,,12.83,,,,2.63,,,,,Sq,
"  2045 Peking (1964 TB1)",2.38,0.0550,6.91,11.08,197.42,2.249,2.51,3.67,26214,0,3385,,,12.20,9.664,,0.249,158.7,,,,,V,
"  2053 Nuki (1976 UO)",2.803,0.1431,8.51,193.13,237.50,2.402,3.20,4.69,21958,0,2818,,,11.91,11.064,,0.251,11.604,,,,,S,
"  2056 Nancy (A909 TB)",2.218,0.1390,3.94,225.72,145.49,1.910,2.53,3.3,40990,0,3548,,,12.43,7.783,,0.351,1343.,,,,,S,
"  2065 Spicer (1959 RN)",2.7,0.2330,6.44,328.06,65.95,2.071,3.33,4.44,24162,0,2961,,,12.47,16.721,,0.062,18.165,,,,,Xc,
"  2073 Janacek (1974 DK)",2.716,0.1097,2.96,84.94,1.24,2.419,3.01,4.48,17994,0,2894,,,12.88,9.754,,0.154,3.56,,,,,X,
"  2085 Henan (1965 YA)",2.7,0.0861,3.83,118.14,293.43,2.468,2.93,4.44,26524,0,3317,,,11.94,13.356,,0.131,24,,,,,L,
"  2086 Newell (1966 BC)",2.402,0.1109,6.49,135.13,296.38,2.136,2.67,3.72,32957,0,3349,,,12.45,6.096,,0.571,78.2,,,,,Xc,
"  2087 Kochera (1975 YC)",2.206,0.0573,1.83,95.62,320.34,2.079,2.33,3.28,28922,0,3387,,,13.19,6.569,,0.284,6.109,,,,,S,
"  2088 Sahlia (1976 DJ)",2.207,0.0793,5.54,359.67,91.78,2.032,2.38,3.28,26758,0,3196,,,12.66,7.370,,0.350,10.37,,,,,S,
"  2089 Cetacea (1977 VF)",2.535,0.1554,15.37,102.67,286.65,2.141,2.93,4.04,26349,0,3218,,,11.46,16.123,,0.276,39.12,,0.823,0.404,,Sq,S
"  2106 Hugo (1936 UF)",2.704,0.0951,8.04,151.80,249.61,2.447,2.96,4.45,31128,0,3206,,,12.47,16.518,,0.073,6.9297,,,,,C,
"  2107 Ilmari (1941 VA)",2.629,0.0783,8.83,221.15,176.91,2.423,2.83,4.26,41676,0,3524,,,11.62,16.660,,0.175,39.9165,,,,,S,
"  2118 Flagstaff (1978 PB)",2.546,0.2212,6.30,331.26,101.31,1.983,3.11,4.06,33086,0,2665,,,11.85,11.434,,0.214,15.17,,,,,S,
"  2131 Mayall (1975 RA)",1.887,0.1113,33.99,306.03,38.56,1.677,2.10,2.59,16852,0,2739,,,12.69,8.252,,0.244,2.5678,,0.871,0.450,,S,S
"  2141 Simferopol (1970 QC1)",2.805,0.1311,5.93,271.65,57.02,2.438,3.17,4.7,25637,0,2899,,,11.70,12.439,,0.314,14.9508,,,,,Sl,
"  2147 Kharadze (1976 US)",3.172,0.0576,10.09,144.17,311.29,2.989,3.35,5.65,20419,0,2882,,,12.15,23.035,,0.038,14.115,,,,,Ch,
"  2152 Hannibal (1978 WK)",3.125,0.2207,13.96,250.92,141.88,2.435,3.81,5.52,29995,0,2873,,,10.87,44.559,,0.047,5.978,,,,,Ch,
"  2157 Ashbrook (A924 EF)",2.783,0.1114,8.63,349.42,265.27,2.473,3.09,4.64,35758,0,4246,,,12.10,13.423,,0.170,,,,,,S,
"  2161 Grissom (1963 UD)",2.747,0.1633,7.31,126.41,249.29,2.298,3.20,4.55,32862,0,3016,,,12.28,15.857,,0.074,5.0633,,,,,C,
"  2167 Erin (1971 LA)",2.541,0.1868,6.02,252.71,274.75,2.066,3.02,4.05,24810,0,3893,,,12.13,8.998,,0.379,5.7186,,,,,S,
"  2169 Taiwan (1964 VP1)",2.789,0.0501,1.53,71.86,359.99,2.649,2.93,4.66,30638,0,3486,,,12.64,19.263,,0.042,7.252,,,,,C,
"  2185 Guangdong (1965 WO)",2.709,0.1604,9.60,60.57,262.64,2.274,3.14,4.46,33488,0,3932,,,11.52,14.843,,0.242,21.089,,,,,S,
"  2189 Zaragoza (1975 QK)",2.404,0.2257,13.92,128.80,217.54,1.861,2.95,3.73,24401,0,3079,,,13.02,6.255,,0.344,4.92815,,,,,S,
"  2194 Arpola (1940 GE)",2.328,0.0426,8.52,47.10,102.21,2.229,2.43,3.55,29888,0,2895,,,12.80,9.020,,0.190,,,,,,Xc,
"  2231 Durrell (1941 SG)",2.726,0.2529,8.24,342.29,24.59,2.037,3.42,4.5,29193,0,2706,,,12.42,15.818,,0.053,,,,,,C,
"  2234 Schmadel (1977 HD)",2.7,0.1990,25.24,6.08,272.31,2.163,3.24,4.44,18091,0,2552,,,12.36,9.473,,0.284,15.63,,,,,A,
"  2244 Tesla (1952 UW1)",2.809,0.1818,7.82,106.48,297.53,2.299,3.32,4.71,25157,0,3131,,,12.00,24.377,,0.050,,,,,,C,
"  2246 Bowell (1979 XH)",3.95,0.0922,6.50,155.64,21.95,3.586,4.31,7.85,24369,0,3312,,,10.46,48.424,,0.045,4.992,,0.746,0.239,,D,D
"  2251 Tikhov (1977 SU1)",2.712,0.1492,7.44,192.92,182.97,2.307,3.12,4.47,24107,0,3604,,,11.72,29.488,,0.059,5.67,,,,,Cb,
"  2258 Viipuri (1939 TA)",2.693,0.0808,1.48,307.32,173.76,2.475,2.91,4.42,34104,0,3784,,,12.03,26.255,,0.049,3.834,,,,,C,
"  2268 Szmytowna (1942 VW)",2.939,0.1158,3.30,89.62,323.78,2.599,3.28,5.04,28814,0,2711,,,11.81,13.422,,0.181,11.26,,,,,S,
"  2271 Kiso (1976 UV5)",2.762,0.0609,3.39,136.46,179.04,2.593,2.93,4.59,34261,0,3803,,,11.10,31.229,,0.072,17.14,,,,,T,
"  2280 Kunikov (1971 SL2)",2.179,0.1411,3.57,106.48,264.42,1.871,2.49,3.22,23441,0,3080,,,13.39,6.140,,0.270,21.45,,,,,Sa,
"  2282 Andres Bello (1974 FE)",2.203,0.0789,4.98,207.69,238.77,2.029,2.38,3.27,21681,0,3119,,,13.29,,,,3.425,,,,,S,
"  2305 King (1980 RJ1)",2.787,0.0316,7.46,25.23,356.70,2.699,2.87,4.65,33600,0,2925,,,11.66,12.684,,0.209,3.0368,,,,,S,
"  2306 Bauschinger (1939 PM)",2.731,0.0628,4.23,236.65,102.00,2.560,2.90,4.51,30099,0,3350,,,12.37,19.360,,0.130,21.69,,,,,X,
"  2308 Schilt (1967 JM)",2.548,0.1725,14.18,34.21,233.45,2.108,2.99,4.07,32086,0,2706,,,11.99,17.719,,0.177,9.759,,,,,S,
"  2316 Jo-Ann (1980 RH)",2.451,0.1662,1.82,148.66,147.47,2.044,2.86,3.84,32226,0,3524,,,12.95,12.950,,0.065,33,,,,,C,
"  2317 Galya (2524 P-L)",2.524,0.1633,4.17,187.09,204.72,2.112,2.94,4.01,26200,0,3560,,,13.31,,,,2.6,,0.830,,,S,
"  2328 Robeson (1972 HW)",2.341,0.1464,10.02,182.13,340.72,1.999,2.68,3.58,18162,0,2745,,,13.06,12.895,,0.074,18.632,,,,,C,
"  2331 Parvulesco (1936 EA)",2.427,0.2194,3.70,254.97,224.32,1.895,2.96,3.78,31369,0,3152,,,12.61,5.713,,0.713,32.03,,,,,C,
"  2346 Lilio (1934 CB)",2.372,0.1558,5.92,244.63,106.40,2.002,2.74,3.65,33646,0,3305,,,12.39,10.420,,0.227,3.031,,,,,C,
"  2349 Kurchenko (1970 OG)",2.768,0.1195,17.49,133.12,217.46,2.438,3.10,4.61,23421,0,3123,,,11.43,18.801,,0.206,8.622,,,,,Xc,
"  2353 Alva (1975 UD)",2.805,0.1142,4.80,24.62,301.11,2.485,3.13,4.7,20082,0,3161,,,11.65,12.564,,0.213,62.6,,,,,S,
"  2354 Lavrov (1978 PZ3)",2.731,0.1039,3.27,175.96,190.62,2.448,3.01,4.51,33689,0,3513,,,11.95,13.341,,0.171,12.958,,,,,L,
"  2369 Chekhov (1976 GC8)",2.783,0.0463,2.63,47.91,240.80,2.655,2.91,4.64,24185,0,3681,,,12.10,10.227,,0.293,,,,,,S,
"  2370 van Altena (1965 LA)",2.716,0.1822,8.27,10.30,315.51,2.221,3.21,4.47,24377,0,2774,,,13.08,15.032,,0.054,,,,,,Cb,
"  2371 Dimitrov (1975 VR3)",2.44,0.0150,1.78,234.92,287.78,2.404,2.48,3.81,25287,0,3355,,,12.55,7.465,,0.348,6.4,,,,,R,
"  2373 Immo (1929 PC)",2.795,0.1727,10.08,146.35,216.30,2.312,3.28,4.67,33567,0,3339,,,12.47,8.664,,0.236,9.44,,,,,S,
"  2378 Pannekoek (1935 CY)",2.89,0.1394,14.28,180.83,266.66,2.487,3.29,4.91,37738,0,3235,,,11.08,40.373,,0.057,11.874,,,,,Cgh,
"  2380 Heilongjiang (1965 SN)",2.192,0.0597,1.92,324.58,109.29,2.061,2.32,3.25,30066,0,3389,,,12.96,6.490,,0.319,11.237,,,,,S,
"  2382 Nonie (1977 GA)",2.762,0.3293,30.98,245.97,66.79,1.852,3.67,4.59,16343,0,2121,,,11.90,17.268,,0.113,15.085,,,,,B,
"  2386 Nikonov (1974 SN1)",2.814,0.1596,9.09,4.84,311.35,2.365,3.26,4.72,29327,0,3213,,,11.76,11.910,,0.284,5.8944,,,,,S,
"  2390 Nezarka (1980 PA1)",2.62,0.1444,10.33,325.79,355.40,2.242,3.00,4.24,42661,0,2930,,,12.30,22.810,,0.044,11.349,,,,,X,
"  2396 Kochi (1981 CB)",2.793,0.0728,12.60,158.31,50.75,2.590,3.00,4.67,30244,0,3642,,,11.63,10.479,,0.368,26.17,,,,,Sa,
"  2401 Aehlita (1975 VM2)",2.77,0.0571,4.32,50.71,39.83,2.612,2.93,4.61,24808,0,2772,,,12.55,9.015,,0.288,,,,,,S,
"  2402 Satpaev (1979 OR13)",2.221,0.1311,5.17,337.64,64.69,1.930,2.51,3.31,43027,0,3064,,,12.75,7.437,,0.291,8.1127,,,,,Sl,
"  2409 Chapman (1979 UG)",2.267,0.1908,3.51,140.72,208.00,1.834,2.70,3.41,18556,0,3597,,,12.80,8.696,,0.213,3.1531,,,,,S,
"  2410 Morrison (1981 AF)",2.216,0.0623,2.40,126.52,62.47,2.078,2.35,3.3,42616,0,3491,,,12.76,6.385,,0.299,,,,,,Sl,
"  2427 Kobzar (1976 YQ7)",2.741,0.1629,4.16,227.43,171.40,2.294,3.19,4.54,24874,0,2823,,,12.76,7.989,,0.194,,,,,,Sq,
"  2428 Kamenyar (1977 RZ6)",3.167,0.0971,9.32,8.26,350.69,2.859,3.47,5.63,20082,0,2767,,,11.57,23.652,,0.116,,,,,,Ch,
"  2430 Bruce Helin (1977 VC)",2.363,0.2143,23.45,45.82,309.73,1.856,2.87,3.63,16690,0,2710,,,11.96,12.467,,0.238,128,,0.815,0.415,,Sl,S
"  2438 Oleshko (1975 VO2)",2.244,0.1077,4.90,52.27,171.12,2.002,2.49,3.36,24563,0,2918,,,12.96,7.179,,0.468,3.227,,,,,S,
"  2444 Lederle (1934 CD)",2.727,0.1320,15.12,286.12,141.86,2.367,3.09,4.5,32020,0,2446,,,11.87,29.925,,0.050,17.85,,,,,C,
"  2446 Lunacharsky (1971 TS2)",2.355,0.1618,3.31,22.06,251.69,1.974,2.74,3.61,24860,0,3112,,,13.19,12.954,,0.079,3.613,,,,,B,
"  2448 Sholokhov (1975 BU)",2.792,0.1167,17.69,131.08,72.38,2.466,3.12,4.67,24985,0,3307,,,10.94,38.519,,0.055,10.059,,,,,L,
"  2451 Dollfus (1980 RQ)",2.723,0.1529,8.60,331.76,324.96,2.306,3.14,4.49,29680,0,2958,,,11.85,11.848,,0.288,48,,,,,S,
"  2455 Somville (1950 TO4)",2.727,0.0877,7.54,300.73,115.95,2.488,2.97,4.5,32042,0,3318,,,11.91,16.099,,0.142,2.8287,,,,,C,
"  2465 Wilson (1949 PK)",2.752,0.0737,3.85,293.96,6.49,2.550,2.96,4.57,26312,0,3202,,,12.40,21.685,,0.024,,,,,,Ch,
"  2467 Kollontai (1966 PJ)",2.213,0.1607,5.80,309.17,18.20,1.857,2.57,3.29,32144,0,3042,,,12.62,8.127,,0.283,17.656,,,,,Sl,
"  2468 Repin (1969 TO1)",2.326,0.1563,5.72,216.34,98.44,1.963,2.69,3.55,25526,0,2774,,,13.09,6.224,,0.346,5.122,,,,,V,
"  2478 Tokai (1981 JC)",2.226,0.0683,4.14,228.76,233.24,2.074,2.38,3.32,32535,0,3261,,,12.24,9.238,,0.252,25.885,,,,,S,
"  2482 Perkin (1980 CO)",2.926,0.0646,3.13,103.05,1.32,2.737,3.12,5.01,24765,0,3143,,,12.83,11.310,,0.124,51.013,,,,,S,
"  2493 Elmer (1978 XC)",2.791,0.1690,8.73,205.83,148.10,2.319,3.26,4.66,24627,0,2857,,,12.77,7.401,,0.322,,,,,,S,
"  2501 Lohja (1942 GD)",2.422,0.1958,3.30,10.90,229.75,1.947,2.90,3.77,28985,0,3958,,,11.98,10.218,,0.281,3.8084,,1.059,0.580,,A,A
"  2504 Gaviola (1967 JO)",2.761,0.0882,4.07,9.98,160.39,2.518,3.00,4.59,24652,0,3572,,,12.02,10.579,,0.301,8.738,,,,,Sq,
"  2507 Bobone (1976 WB1)",2.781,0.0814,10.32,129.94,100.39,2.554,3.01,4.64,32759,0,3451,,,11.78,16.193,,0.273,4.986,,,,,Xe,
"  2508 Alupka (1977 ET1)",2.368,0.1278,6.08,191.46,119.44,2.065,2.67,3.64,25835,0,3161,,,13.25,4.896,,0.293,17.7,,,,,V,
"  2509 Chukotka (1977 NG)",2.456,0.1938,2.85,343.52,348.66,1.980,2.93,3.85,32967,0,3239,,,12.88,16.784,,0.041,17.7,,,,,C,
"  2511 Patterson (1980 LM)",2.298,0.1034,8.05,85.53,190.46,2.061,2.54,3.48,24396,0,3149,,,12.75,7.849,,0.287,4.144,,,,,V,
"  2521 Heidi (1979 DK)",2.792,0.0927,7.72,281.23,246.81,2.533,3.05,4.66,22448,0,3225,,,11.77,,,,12,,,,,S,
"  2527 Gregory (1981 RE)",2.466,0.1850,2.62,186.20,177.81,2.010,2.92,3.87,24572,0,3391,,,13.27,13.114,,0.050,6.1025,,,,,B,
"  2547 Hubei (1964 TC2)",2.386,0.1284,6.19,348.32,17.10,2.079,2.69,3.68,24935,0,2462,,,13.73,,,,,,,,,V,
"  2559 Svoboda (1981 UH)",2.786,0.1549,8.89,350.22,87.62,2.354,3.22,4.65,33128,0,2663,,,12.48,20.884,,0.034,,,,,,Xk,
"  2560 Siegma (1932 CW)",2.749,0.0331,5.95,148.33,285.53,2.658,2.84,4.56,32837,0,3301,,,12.10,17.976,,0.099,10.309,,,,,Xc,
"  2566 Kirghizia (1979 FR2)",2.449,0.0784,5.08,51.66,78.38,2.257,2.64,3.83,23845,0,3257,,,12.52,7.816,,0.264,4.451,,,,,V,
"  2567 Elba (1979 KA)",2.736,0.1410,8.92,142.57,191.10,2.350,3.12,4.53,15577,0,3332,,,11.96,15.938,,0.159,9.7785,,,,,Xc,
"  2569 Madeline (1980 MA)",2.626,0.1631,11.50,76.22,314.30,2.197,3.05,4.25,25166,0,2822,,,11.14,26.004,,0.072,12.001,,,,,D,
"  2575 Bulgaria (1970 PL)",2.24,0.1236,4.67,321.96,287.19,1.963,2.52,3.35,35939,0,3269,,,12.78,6.409,,0.392,8.605,,,,,Sr,
"  2579 Spartacus (1977 PA2)",2.211,0.0746,5.78,280.94,333.59,2.046,2.38,3.29,17278,0,2937,,,13.52,4.604,,0.526,3.63599,,,,,V,
"  2582 Harimaya-Bashi (1981 SA)",3.2,0.0640,18.12,56.22,233.82,2.995,3.40,5.72,30578,0,3004,,,10.58,28.87,,0.1337,7.238,,,,,Xc,
"  2598 Merlin (1980 RY)",2.782,0.2172,7.78,197.72,216.88,2.178,3.39,4.64,26580,0,2731,,,13.25,15.694,,0.049,30.8402,,,,,Ch,
"  2604 Marshak (1972 LD1)",2.387,0.2334,14.84,122.95,134.57,1.829,2.94,3.69,26111,0,2751,,,13.09,14.9,,0.0552,30,,,,,Sa,
"  2606 Odessa (1976 GX2)",2.76,0.2639,12.45,197.29,353.01,2.032,3.49,4.59,24660,0,3320,,,11.81,15.910,,0.175,8.2426,,,,,Xk,
"  2625 Jack London (1976 JQ2)",2.196,0.1411,4.46,128.73,170.88,1.886,2.51,3.25,24327,0,2878,,,13.47,,,,2.988,,,,,S,
"  2631 Zhejiang (1980 TY5)",2.797,0.1620,9.58,24.73,18.81,2.344,3.25,4.68,24288,0,2707,,,11.99,10.765,,0.242,,,,,,S,
"  2635 Huggins (1982 DS)",2.232,0.0791,4.17,276.93,270.82,2.055,2.41,3.33,31755,0,3285,,,12.73,8.458,,0.257,9.4,,,,,S,
"  2640 Hallstrom (1941 FN)",2.397,0.0901,6.66,4.43,191.87,2.181,2.61,3.71,29518,0,3067,,,13.02,,,,22.9,,,,,V,
"  2653 Principia (1964 VP)",2.443,0.0806,4.75,194.37,317.88,2.246,2.64,3.82,28773,0,3671,,,12.24,9.882,,0.256,5.5228,,,,,V,
"  2659 Millis (1981 JX)",3.137,0.1004,1.34,156.88,333.57,2.822,3.45,5.56,23308,0,3112,,,11.76,27.878,,0.050,6.132,,,,,B,
"  2675 Tolkien (1982 GB)",2.213,0.1016,2.75,5.83,2.21,1.988,2.44,3.29,30796,0,3421,,,12.32,10.960,,0.213,1060,,,,,S,
"  2681 Ostrovskij (1975 VF2)",2.745,0.1934,3.98,66.71,61.75,2.214,3.28,4.55,19647,0,2856,,,12.42,13.297,,0.120,4.2231,,,,,Xk,
"  2703 Rodari (1979 FT2)",2.193,0.0564,6.03,49.42,170.87,2.069,2.32,3.25,25446,0,2808,,,13.64,,,,5.5,,,,,S,
"  2704 Julian Loewe (1979 MR4)",2.385,0.0968,4.52,207.25,253.65,2.154,2.62,3.68,25548,0,2998,,,12.81,5.199,,0.596,2.6382,,,,,V,
"  2708 Burns (1981 WT)",3.081,0.1780,2.78,111.64,330.90,2.532,3.63,5.41,26287,0,3022,,,12.18,20.085,,0.084,5.315,,,,,B,
"  2709 Sagan (1982 FH)",2.195,0.0692,2.73,241.11,307.94,2.043,2.35,3.25,22826,0,3116,,,13.24,6.559,,0.259,5.2564,,,,,S,
"  2715 Mielikki (1938 US)",2.737,0.1501,6.75,200.61,144.37,2.326,3.15,4.53,33677,0,3481,,,11.48,13.252,,0.204,33.62,,,,,A,
"  2720 Pyotr Pervyj (1972 RV3)",2.33,0.2039,3.29,113.41,236.58,1.855,2.81,3.56,24480,0,2597,,,14.21,8.933,,0.061,,,,,,C,
"  2724 Orlov (1978 RZ5)",2.925,0.1202,3.98,153.64,144.35,2.573,3.28,5,26767,0,3079,,,11.60,20.730,,0.086,,,,,,K,
"  2730 Barks (1981 QH)",2.722,0.1313,6.43,4.62,273.27,2.365,3.08,4.49,24615,0,3564,,,11.87,15.830,,0.162,6.084,,,,,C,
"  2732 Witt (1926 FG)",2.761,0.0241,6.50,144.95,281.55,2.694,2.83,4.59,34997,0,3197,,,11.91,11.001,,0.305,12.622,,,,,A,
"  2733 Hamina (1938 DQ)",2.346,0.1374,10.41,121.48,353.06,2.024,2.67,3.59,30516,0,2760,,,12.92,7.366,,0.221,93.23,,,,,Ld,
"  2736 Ops (1979 OC)",2.29,0.0851,7.46,255.46,64.59,2.095,2.49,3.47,15510,0,2848,,,13.26,3.976,,0.848,10.7,,,,,Xc,
"  2737 Kotka (1938 DU)",2.745,0.1954,8.83,339.45,105.17,2.209,3.28,4.55,30514,0,2791,,,11.85,12.766,,0.236,12.157,,,,,S,
"  2746 Hissao (1979 SJ9)",2.248,0.0851,3.98,177.15,322.10,2.056,2.44,3.37,24539,0,3181,,,13.27,5.221,,0.373,3.1848,,,,,Sr,
"  2748 Patrick Gene (1981 JF2)",2.807,0.1336,4.22,350.28,347.77,2.432,3.18,4.7,26444,0,3523,,,12.55,8.509,,0.210,7.60579,,,,,S,
"  2750 Loviisa (1940 YK)",2.213,0.0744,5.17,45.74,82.17,2.049,2.38,3.29,29557,0,3936,,,13.32,4.923,,0.228,200,,,,,S,
"  2754 Efimov (1966 PD)",2.228,0.2322,5.71,275.11,91.24,1.711,2.75,3.33,25684,0,2495,,,13.67,,,,2.44967,,,,,Sa,
"  2762 Fowler (1981 AT)",2.331,0.1520,4.70,304.06,186.21,1.977,2.69,3.56,33127,0,2501,,,12.88,4.467,,0.646,5.295,,,,,Cb,
"  2763 Jeans (1982 OG)",2.404,0.2180,3.54,308.70,33.90,1.880,2.93,3.73,33348,0,2922,,,12.33,7.514,,0.412,7.8,,,,,V,
"  2772 Dugan (1979 XE)",2.315,0.2030,9.80,130.55,311.61,1.845,2.78,3.52,42356,0,2380,,,13.99,9.595,,0.073,235,,,,,B,
